SPEAKER|LINE_START|LINE_END|SPECIAL|CHAMBER
Mr. CANNON.|5309|5310|N|H
Mr. PEEL.|5311|5311|N|H
Mr. CANNON.|5312|5313|N|H
Mr. PEEL.|5314|5320|N|H
Mr. CANNON.|5321|5324|N|H
Mr. PEEL.|5339|5346|N|H
Mr. McMILLIN.|5348|5350|N|H
The SPEAKER.|5351|5352|Y|H
Mr. DOCKERY.|5353|5353|N|H
Mr. PERKINS.|5354|5357|N|H
Mr. CANNON.|5358|5359|N|H
The SPEAKER.|5360|5361|Y|H
Mr. DOCKERY.|5362|5362|N|H
The SPEAKER.|5363|5364|Y|H
Mr. DOCKERY.|5365|5366|N|H
The SPEAKER.|5367|5367|Y|H
Mr. CANNON.|5368|5373|N|H
Mr. PEEL.|5374|5389|N|H
Mr. CANNON.|5390|5397|N|H
Mr. SAYERS.|5398|5400|N|H
Mr. CANNON.|5401|5414|N|H
Mr. SAYERS.|5415|5418|N|H
Mr. CANNON.|5419|5442|N|H
Mr. PEEL.|5443|5447|N|H
Mr. CANNON.|5448|5456|N|H
Mr. GIFFORD.|5457|5457|N|H
Mr. CANNON.|5458|5458|N|H
Mr. PEEL.|5459|5461|N|H
Mr. CANNON.|5462|5526|N|H
Mr. PEEL.|5527|5527|N|H
Mr. CANNON.|5528|5528|N|H
Mr. PEEL.|5529|5534|N|H
Mr. CANNON.|5535|5540|N|H
Mr. PEEL.|5541|5542|N|H
Mr. CANNON.|5543|5565|N|H
Mr. PERKINS.|5566|5567|N|H
Mr. SAYE iS.|5568|5568|N|H
Mr. PERKINS.|5569|5572|N|H
The SPEAKER pro tenmpore (Mr. BREWER in the chair).|5573|5575|Y|H
Mr. PERKINS.|5576|5580|N|H
Mr. DOCKERY.|5581|5582|N|H
Mr. PEEL,|5583|5584|N|H
Mr. DOCKERY.|5585|5586|N|H
Mr. SAYERS.|5587|5598|N|H
Mr. CANNON.|5599|5604|N|H
Mr. SAYERS.|5605|5612|N|H
Mr. CANNON.|5613|5618|N|H
Mr. SAYERS.|5619|5621|N|H
The SPEAKER pro temnpore.|5622|5623|Y|H
Mr. SAYERS.|5624|5625|N|H
Mr. DOCKERY.|5626|5626|N|H
Mr. SAYERS.|5627|5631|N|H
Mr. PEEL.|5632|5632|N|H
Mr. SAYERS.|5633|5634|N|H
Mr. PEEL.|5635|5635|N|H
Mr. SAYERS.|5636|5639|N|H
Mr. PERKINS.|5640|5642|N|H
Mr. SAYERS.|5643|5644|N|H
Mr. PERKINS.|5645|5645|N|H
Mr. DOCKERY.|5646|5646|N|H
Mr. SAYERS.|5647|5648|N|H
Mr. PERKINS.|5649|5650|N|H
Mr. SAYERS.|5651|5654|N|H
Mr. PERKINS.|5655|5658|N|H
Mr. PEEL.|5659|5659|N|H
Mr. PERKINS.|5660|5663|N|H
Mr. SAYERS.|5664|5672|N|H
Mr. ROGERS.|5673|5673|N|H
Mr. SAYERS.|5674|5674|N|H
Mr. PERKINS.|5675|5678|N|H
Mr. SAYERS.|5679|5688|N|H
Mr. DOCKERY.|5689|5691|N|H
Mr. SAYERS.|5692|5693|N|H
The SPEAKER pro temnmpore.|5694|5695|Y|H

